ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS
588914,16-25,male,majority,0-9y,none,poverty,0.462436123,0,before 2015,1,0,32765,9000,sedan,0,0,0
231584,40-64,male,majority,20-29y,university,upper class,0.566346537,1,after 2015,1,1,10238,,sedan,1,0,5
963221,26-39,male,minority,10-19y,university,middle class,0.62473363,1,before 2015,1,1,10238,12000,sedan,2,0,1
162234,26-39,male,majority,10-19y,high school,poverty,0.387568325,1,before 2015,0,0,10238,18000,sedan,0,1,1
278500,40-64,male,majority,20-29y,university,upper class,0.582040354,1,after 2015,0,1,10238,14000,sedan,2,0,4
379046,26-39,female,majority,10-19y,university,upper class,,1,after 2015,1,1,10238,11000,sedan,4,0,0
869386,26-39,male,majority,10-19y,university,poverty,0.285042279,0,before 2015,0,0,10238,11000,sedan,0,0,1
903626,26-39,female,majority,0-9y,high school,poverty,0.536910116,1,before 2015,0,0,10238,,sedan,0,0,0
163162,65+,male,majority,20-29y,university,upper class,0.633785354,1,after 2015,1,1,10238,13000,sedan,1,0,1
202791,16-25,male,majority,0-9y,university,working class,0.478777049,0,after 2015,0,0,32765,15000,sedan,0,0,0
970398,40-64,female,majority,20-29y,university,middle class,0.594325706,1,before 2015,1,0,10238,10000,sports car,3,1,1
428267,40-64,male,majority,20-29y,university,upper class,0.660794938,1,after 2015,1,1,32765,10000,sedan,7,0,1
894548,40-64,female,majority,0-9y,high school,working class,0.43419937,0,before 2015,1,1,32765,10000,sedan,0,0,0
822297,40-64,male,majority,20-29y,university,upper class,0.571018341,1,before 2015,0,1,10238,14000,sedan,3,1,7
776868,40-64,male,majority,20-29y,university,upper class,0.740883661,1,after 2015,1,1,10238,8000,sedan,1,0,5
247573,26-39,female,majority,10-19y,university,upper class,0.616289339,1,before 2015,1,1,92101,12000,sedan,0,0,1
224883,16-25,male,minority,0-9y,high school,working class,,0,before 2015,0,0,10238,15000,sedan,0,0,0
625221,40-64,female,minority,0-9y,high school,upper class,0.631218363,1,before 2015,1,1,10238,10000,sedan,0,0,0
686371,40-64,male,majority,20-29y,none,poverty,,0,before 2015,0,1,32765,14000,sedan,8,0,2
158028,16-25,female,majority,0-9y,high school,working class,0.429582513,1,before 2015,1,1,10238,10000,sedan,0,0,0
10217,65+,male,majority,30y+,high school,upper class,0.524487079,1,after 2015,1,1,10238,13000,sedan,2,0,4
498650,65+,male,minority,10-19y,high school,upper class,0.512768038,1,before 2015,0,0,10238,18000,sedan,0,0,0
897708,26-39,male,majority,10-19y,high school,working class,0.389233759,0,before 2015,0,0,10238,16000,sedan,2,0,0
966269,65+,male,majority,0-9y,university,upper class,,1,after 2015,1,0,10238,11000,sedan,0,0,0
361846,40-64,female,majority,20-29y,university,upper class,0.692320282,1,before 2015,1,1,32765,5000,sedan,6,0,4
768767,40-64,female,majority,0-9y,university,upper class,0.722601641,0,before 2015,1,1,32765,,sedan,0,0,0
918841,65+,male,majority,10-19y,high school,upper class,0.576479525,1,after 2015,1,1,32765,,sedan,3,1,0
534966,26-39,female,majority,0-9y,university,upper class,,1,before 2015,1,1,10238,10000,sedan,0,0,0
714908,40-64,female,majority,20-29y,high school,middle class,0.621442958,1,before 2015,0,1,10238,13000,sedan,1,0,1
938070,40-64,female,majority,10-19y,high school,middle class,0.626058225,1,before 2015,0,0,10238,16000,sedan,1,1,0
474190,65+,male,majority,30y+,university,upper class,0.632491735,1,before 2015,0,1,32765,13000,sedan,10,0,2
944620,16-25,female,majority,0-9y,high school,poverty,0.421001985,0,before 2015,1,0,10238,13000,sedan,0,0,0
356287,16-25,female,majority,0-9y,high school,poverty,,0,before 2015,0,0,10238,14000,sedan,0,0,0
190345,65+,female,majority,30y+,high school,upper class,0.496581479,0,after 2015,1,1,10238,,sedan,3,0,0
66528,26-39,male,minority,10-19y,none,poverty,0.190250205,0,before 2015,0,1,10238,11000,sedan,0,0,1
93756,26-39,male,majority,10-19y,high school,upper class,0.674201228,1,after 2015,0,1,10238,15000,sports car,1,0,0
938705,26-39,male,majority,10-19y,none,poverty,0.277646423,0,before 2015,1,1,32765,10000,sports car,4,0,4
481169,65+,female,majority,10-19y,none,working class,0.443804732,1,before 2015,1,1,10238,13000,sedan,1,0,0
270409,65+,male,majority,30y+,university,upper class,0.673819202,1,after 2015,0,1,10238,,sedan,9,0,5
614606,40-64,male,majority,0-9y,university,middle class,0.572099462,1,before 2015,0,0,10238,,sports car,0,0,0
890778,40-64,female,majority,20-29y,university,middle class,0.546416484,1,before 2015,1,0,10238,10000,sedan,4,0,3
275062,65+,female,majority,0-9y,high school,upper class,0.533812551,1,after 2015,1,1,10238,12000,sedan,0,0,0
958992,26-39,male,majority,10-19y,high school,working class,0.534353993,1,after 2015,0,1,32765,12000,sedan,2,0,0
84982,65+,female,majority,20-29y,high school,upper class,0.615234777,0,before 2015,1,1,32765,10000,sedan,1,2,0
1924,65+,female,minority,30y+,high school,upper class,0.627568734,1,after 2015,0,1,10238,17000,sedan,1,1,1
148601,65+,female,minority,30y+,high school,upper class,0.698388604,1,before 2015,0,1,10238,10000,sedan,5,2,4
629208,26-39,female,majority,10-19y,high school,upper class,0.61469903,1,before 2015,0,0,32765,,sedan,1,1,0
164381,16-25,female,majority,0-9y,high school,middle class,0.684083374,1,before 2015,1,1,10238,8000,sedan,0,0,0
215945,40-64,male,majority,20-29y,university,upper class,0.652626645,0,after 2015,1,1,10238,9000,sedan,1,0,3
472589,65+,female,minority,30y+,university,upper class,0.566238571,1,before 2015,0,1,10238,11000,sedan,7,1,2
67880,26-39,male,majority,10-19y,high school,middle class,0.439996453,1,before 2015,1,1,10238,11000,sedan,1,0,3
873673,26-39,female,minority,10-19y,high school,working class,0.458064775,0,before 2015,0,0,10238,17000,sedan,0,0,0
307277,26-39,male,majority,0-9y,high school,working class,,1,after 2015,0,0,10238,12000,sedan,0,0,0
732332,40-64,male,majority,20-29y,university,upper class,,1,before 2015,0,1,32765,11000,sedan,6,2,0
152123,65+,female,majority,30y+,high school,upper class,0.660756664,0,before 2015,1,1,10238,9000,sedan,0,0,3
489823,16-25,male,majority,0-9y,high school,poverty,0.318905238,1,before 2015,0,0,10238,17000,sedan,0,0,0
336494,40-64,male,majority,0-9y,university,upper class,0.608569741,1,after 2015,0,0,10238,15000,sedan,0,0,0
972020,65+,female,majority,30y+,high school,upper class,0.639626053,1,before 2015,1,1,10238,9000,sedan,0,1,0
260201,26-39,female,majority,10-19y,high school,middle class,0.49967604,1,after 2015,0,0,10238,16000,sedan,1,0,1
939217,40-64,female,majority,10-19y,university,upper class,,1,before 2015,0,1,32765,10000,sedan,5,0,1
433152,16-25,male,majority,0-9y,high school,working class,,1,before 2015,1,1,10238,9000,sedan,0,0,0
928536,16-25,female,majority,0-9y,high school,poverty,0.281733357,0,before 2015,1,1,10238,11000,sedan,0,0,0
615428,26-39,male,majority,10-19y,high school,poverty,0.451443314,1,before 2015,0,0,10238,14000,sedan,2,1,1
112063,26-39,female,majority,10-19y,none,poverty,0.247847963,1,before 2015,0,1,10238,16000,sedan,0,1,0
172803,40-64,male,majority,0-9y,university,upper class,0.441713273,1,after 2015,1,1,32765,8000,sedan,0,0,0
42694,16-25,male,majority,0-9y,high school,poverty,,0,before 2015,0,0,10238,11000,sedan,0,0,0
54408,16-25,male,majority,0-9y,none,poverty,0.409242756,0,before 2015,0,0,10238,16000,sedan,0,0,0
10119,65+,female,majority,0-9y,high school,upper class,0.449456255,0,before 2015,1,1,10238,10000,sedan,0,0,0
575992,65+,male,majority,30y+,university,upper class,0.597526258,1,after 2015,0,1,32765,10000,sedan,13,0,1
525723,40-64,male,minority,10-19y,high school,middle class,0.569701211,1,before 2015,1,1,10238,9000,sedan,3,0,2
75918,40-64,female,majority,0-9y,university,upper class,0.75930987,1,after 2015,0,0,10238,8000,sedan,0,0,0
222805,40-64,male,majority,20-29y,university,upper class,0.599223465,1,before 2015,1,1,10238,9000,sedan,2,0,3
874803,16-25,male,majority,0-9y,none,working class,,1,before 2015,1,0,32765,13000,sedan,0,0,0
337651,40-64,male,minority,10-19y,university,upper class,0.487012708,1,before 2015,1,1,10238,10000,sedan,1,0,1
610663,26-39,male,majority,10-19y,high school,working class,0.478749499,1,before 2015,1,1,10238,4000,sedan,0,0,2
514238,65+,male,majority,20-29y,high school,middle class,0.476436868,1,after 2015,1,1,32765,9000,sedan,5,2,1
821534,40-64,male,majority,10-19y,none,poverty,0.408216869,1,before 2015,0,1,10238,14000,sedan,1,0,0
127550,16-25,female,majority,0-9y,none,poverty,0.216197707,1,before 2015,0,1,32765,10000,sedan,0,0,0
509284,26-39,female,majority,10-19y,high school,middle class,0.454680584,1,after 2015,0,1,32765,12000,sedan,0,1,0
639522,40-64,male,majority,20-29y,university,upper class,0.679081839,1,before 2015,1,1,10238,9000,sedan,5,0,2
979350,26-39,female,majority,0-9y,high school,working class,0.610582628,1,before 2015,0,1,10238,12000,sedan,0,0,0
396727,26-39,female,majority,10-19y,high school,middle class,0.442360543,1,after 2015,0,1,10238,17000,sedan,0,0,0
512169,26-39,male,majority,10-19y,high school,middle class,0.559981331,1,before 2015,1,1,32765,10000,sedan,3,0,1
677467,16-25,female,majority,0-9y,none,poverty,0.156251,1,before 2015,0,0,32765,13000,sedan,0,0,0
725657,26-39,female,minority,10-19y,high school,middle class,0.560096326,0,after 2015,1,1,32765,8000,sedan,3,0,0
364101,65+,female,majority,30y+,university,upper class,0.563548802,0,after 2015,0,1,10238,11000,sedan,1,2,0
912887,16-25,male,majority,0-9y,university,working class,0.478965234,1,before 2015,0,1,92101,13000,sedan,0,0,0
265974,65+,male,minority,30y+,none,middle class,0.502643837,1,before 2015,0,1,10238,9000,sedan,7,0,5
134867,40-64,female,majority,20-29y,high school,upper class,0.636188907,1,after 2015,1,1,10238,9000,sedan,3,0,1
419303,40-64,female,majority,20-29y,high school,working class,0.433232113,1,before 2015,0,1,32765,11000,sedan,1,0,2
161165,40-64,female,majority,0-9y,university,upper class,0.662145789,1,before 2015,1,1,10238,11000,sedan,0,0,0
938143,16-25,male,majority,0-9y,university,working class,0.517641972,1,before 2015,1,1,92101,,sedan,0,0,0
491650,26-39,male,majority,0-9y,high school,middle class,0.577028007,1,before 2015,0,0,10238,12000,sedan,0,0,0
268752,16-25,female,majority,0-9y,high school,poverty,0.302837423,0,before 2015,1,0,10238,10000,sedan,0,0,0
454701,65+,female,majority,30y+,high school,upper class,0.535485305,1,after 2015,1,1,10238,11000,sedan,2,1,2
568053,65+,male,majority,30y+,high school,upper class,0.520333985,1,before 2015,1,1,10238,9000,sedan,10,0,2
427513,40-64,female,majority,10-19y,university,middle class,0.567150629,1,after 2015,1,1,32765,,sedan,4,0,2
294350,26-39,male,minority,10-19y,high school,middle class,0.653610175,1,before 2015,0,1,10238,15000,sedan,5,0,0
337986,16-25,male,majority,0-9y,university,upper class,0.548930133,1,after 2015,0,1,10238,14000,sedan,0,0,0
77771,40-64,male,majority,20-29y,high school,middle class,0.539784846,1,before 2015,0,1,10238,10000,sedan,7,0,0
573078,26-39,male,majority,0-9y,high school,middle class,0.440340503,1,before 2015,0,0,10238,18000,sedan,0,0,0
214200,40-64,female,majority,10-19y,high school,upper class,0.506304851,1,after 2015,0,1,10238,14000,sedan,0,0,2
962680,40-64,female,minority,20-29y,none,poverty,0.478353383,0,before 2015,0,1,10238,12000,sedan,0,0,0
720043,40-64,male,majority,10-19y,high school,upper class,0.672571508,0,before 2015,1,1,32765,8000,sedan,4,0,0
360562,16-25,female,majority,0-9y,university,working class,0.415928525,1,before 2015,0,0,10238,16000,sedan,0,0,0
621406,40-64,male,majority,10-19y,university,upper class,0.480223294,1,before 2015,1,1,32765,11000,sedan,5,0,0
702423,26-39,male,majority,10-19y,university,working class,0.548507761,0,before 2015,0,0,32765,13000,sedan,1,0,3
740034,26-39,female,majority,0-9y,none,working class,0.455110832,1,before 2015,0,0,32765,,sedan,0,0,0
174068,16-25,female,majority,0-9y,high school,poverty,0.151255486,0,before 2015,0,1,21217,13000,sports car,0,0,0
792106,16-25,male,majority,0-9y,none,poverty,0.25772569,0,after 2015,0,1,32765,10000,sedan,0,0,0
499640,26-39,male,majority,10-19y,university,upper class,0.442036689,1,before 2015,1,1,32765,7000,sedan,2,0,0
760445,40-64,female,majority,10-19y,university,upper class,,1,before 2015,1,1,10238,9000,sedan,0,0,2
875043,26-39,female,majority,10-19y,high school,upper class,0.696403962,0,after 2015,1,0,10238,14000,sedan,1,0,1
651495,26-39,male,majority,10-19y,high school,working class,0.459412509,1,before 2015,0,1,10238,,sedan,4,0,0
144471,26-39,male,minority,10-19y,university,upper class,,1,before 2015,0,0,10238,16000,sedan,0,0,2
146839,16-25,male,majority,0-9y,none,poverty,0.284157777,0,before 2015,0,0,32765,,sedan,0,0,0
404468,40-64,female,majority,20-29y,high school,poverty,0.398031487,1,before 2015,0,0,10238,18000,sedan,0,0,0
772295,16-25,male,minority,0-9y,none,poverty,0.361560412,0,before 2015,0,1,10238,12000,sedan,0,0,0
845482,16-25,female,majority,0-9y,university,poverty,0.535500893,1,before 2015,0,0,10238,15000,sedan,0,0,0
910614,40-64,female,majority,10-19y,university,upper class,0.646762827,1,before 2015,0,1,32765,9000,sedan,2,0,0
333933,16-25,female,majority,0-9y,high school,working class,0.33996784,1,before 2015,0,0,10238,15000,sedan,0,0,0
107725,26-39,male,minority,10-19y,high school,working class,0.275626905,0,before 2015,0,1,10238,15000,sedan,1,0,1
852185,40-64,male,majority,0-9y,none,upper class,0.69999323,1,after 2015,0,1,10238,11000,sedan,0,0,0
941297,65+,male,majority,0-9y,university,upper class,0.380505476,1,after 2015,1,1,32765,,sedan,0,0,0
971269,16-25,male,majority,0-9y,none,poverty,0.351103591,0,before 2015,0,0,10238,15000,sedan,0,0,0
11119,65+,female,majority,30y+,high school,upper class,0.725181283,1,before 2015,0,1,10238,14000,sedan,0,0,1
392953,26-39,female,majority,0-9y,high school,middle class,0.472244758,0,before 2015,1,0,32765,8000,sedan,0,0,0
20975,26-39,male,majority,10-19y,university,upper class,0.62610518,1,before 2015,0,0,32765,11000,sedan,1,0,0
485551,26-39,male,majority,10-19y,high school,working class,0.514246991,1,before 2015,1,1,32765,11000,sedan,4,2,0
658061,40-64,male,majority,0-9y,university,upper class,0.464202583,1,before 2015,1,1,32765,5000,sedan,0,0,0
690368,40-64,male,majority,20-29y,none,middle class,0.599058712,1,before 2015,1,1,21217,11000,sedan,3,0,0
527374,16-25,female,majority,0-9y,none,poverty,0.439996383,0,after 2015,0,1,10238,14000,sedan,0,0,0
683489,26-39,male,majority,0-9y,high school,poverty,0.217464767,1,before 2015,1,1,10238,9000,sedan,0,0,0
150186,65+,male,majority,0-9y,high school,upper class,0.525493572,0,before 2015,1,1,10238,12000,sedan,0,0,0
861996,16-25,male,majority,0-9y,university,middle class,0.323785743,1,before 2015,0,1,10238,10000,sedan,0,0,0
505284,65+,male,majority,30y+,high school,working class,0.601443561,1,after 2015,0,0,32765,11000,sedan,10,0,5
612740,65+,female,majority,0-9y,university,upper class,0.621460299,0,before 2015,1,1,10238,12000,sedan,0,0,0
338756,40-64,female,majority,10-19y,none,upper class,,1,before 2015,1,1,10238,13000,sedan,0,0,2
285906,26-39,female,majority,0-9y,none,working class,0.516334742,1,before 2015,1,1,32765,9000,sedan,0,0,0
163402,65+,male,majority,0-9y,university,upper class,,1,after 2015,1,1,32765,,sedan,0,0,0
3526,65+,male,majority,30y+,high school,upper class,0.728075602,1,after 2015,1,0,10238,13000,sedan,4,1,3
897340,26-39,male,majority,10-19y,none,poverty,0.250138462,0,before 2015,0,1,10238,17000,sedan,1,0,0
235870,40-64,male,majority,10-19y,university,upper class,0.718103928,1,after 2015,1,1,32765,9000,sedan,3,0,3
971102,26-39,female,majority,10-19y,none,working class,0.537834034,1,before 2015,0,1,10238,12000,sedan,0,0,0
25025,26-39,female,majority,10-19y,university,middle class,0.583363216,1,after 2015,0,0,32765,9000,sports car,3,0,1
794286,40-64,male,majority,20-29y,high school,upper class,0.384784948,1,after 2015,0,1,10238,14000,sedan,2,0,2
64259,16-25,female,majority,0-9y,high school,working class,0.410233963,1,before 2015,0,0,10238,12000,sedan,0,0,0
693740,16-25,male,majority,0-9y,none,poverty,0.453067652,0,before 2015,0,0,10238,15000,sports car,0,0,0
230558,26-39,male,majority,0-9y,university,upper class,0.724467331,1,before 2015,0,0,32765,13000,sedan,0,0,0
241965,40-64,male,majority,20-29y,university,upper class,0.489593741,1,after 2015,0,1,10238,12000,sedan,4,0,2
989945,16-25,male,majority,0-9y,none,poverty,0.208147227,0,before 2015,1,0,10238,15000,sedan,0,0,0
302233,40-64,female,majority,20-29y,high school,upper class,0.634296737,1,before 2015,1,1,21217,12000,sedan,1,0,2
987839,40-64,female,majority,0-9y,university,upper class,0.67669841,1,before 2015,1,1,32765,9000,sedan,0,0,0
450776,40-64,male,majority,10-19y,none,poverty,0.375915772,1,before 2015,1,1,10238,10000,sedan,3,1,2
987471,40-64,female,majority,20-29y,university,middle class,0.557129236,1,before 2015,1,1,32765,9000,sedan,3,0,0
56391,65+,male,majority,20-29y,high school,upper class,0.689768264,1,before 2015,1,1,10238,10000,sedan,4,0,5
783556,40-64,male,majority,0-9y,university,upper class,0.604606835,1,before 2015,1,1,10238,7000,sedan,0,0,0
921160,26-39,female,majority,0-9y,university,upper class,0.666536639,1,before 2015,1,1,10238,9000,sedan,0,0,0
319701,16-25,male,majority,0-9y,university,working class,0.282902046,0,before 2015,0,0,10238,15000,sedan,0,0,0
352416,65+,female,majority,0-9y,university,upper class,0.589319755,1,before 2015,1,1,32765,9000,sedan,0,0,0
780703,40-64,male,majority,20-29y,university,upper class,0.555879452,1,before 2015,1,1,10238,9000,sedan,2,0,5
629596,26-39,female,majority,10-19y,high school,middle class,0.496789472,0,before 2015,0,1,10238,15000,sedan,0,1,2
722205,65+,male,minority,30y+,university,upper class,0.550824612,1,before 2015,1,1,10238,,sedan,5,3,6
692471,40-64,female,majority,10-19y,none,poverty,0.367522598,0,before 2015,1,1,10238,7000,sedan,1,0,0
580439,40-64,male,majority,10-19y,university,upper class,0.505574473,1,after 2015,1,0,32765,9000,sedan,3,0,0
424392,65+,female,majority,30y+,high school,upper class,0.624725979,1,before 2015,1,1,32765,9000,sedan,7,1,1
119547,65+,female,majority,10-19y,high school,upper class,0.77213039,1,before 2015,1,1,10238,10000,sedan,0,0,0
570007,26-39,female,majority,0-9y,high school,middle class,0.680030961,1,before 2015,0,0,10238,,sedan,0,0,0
886405,40-64,male,majority,20-29y,high school,upper class,0.519095027,1,before 2015,1,1,32765,9000,sedan,4,1,1
369977,26-39,female,majority,10-19y,high school,upper class,0.632767434,1,after 2015,1,0,10238,8000,sedan,0,0,0
68534,26-39,male,majority,10-19y,university,working class,0.425598097,0,before 2015,0,1,32765,8000,sedan,3,0,0
459875,40-64,female,majority,20-29y,high school,middle class,0.659467954,1,before 2015,0,1,10238,12000,sedan,0,1,1
754494,16-25,female,majority,0-9y,high school,poverty,0.382125057,0,before 2015,0,0,10238,13000,sedan,0,0,0
175718,65+,male,majority,30y+,high school,middle class,0.707410723,1,after 2015,1,1,10238,13000,sedan,3,1,3
3004,26-39,male,majority,10-19y,university,middle class,0.499039038,1,before 2015,0,1,32765,9000,sedan,2,1,2
552492,26-39,female,majority,10-19y,high school,middle class,0.721238073,1,before 2015,0,0,32765,,sedan,2,0,0
950709,40-64,male,majority,20-29y,university,upper class,0.66539274,1,after 2015,1,1,92101,9000,sedan,0,0,3
560739,16-25,female,majority,0-9y,high school,poverty,0.416252976,0,before 2015,0,0,10238,11000,sedan,0,0,0
501805,65+,female,majority,30y+,high school,upper class,0.566784094,1,before 2015,1,1,32765,7000,sedan,1,2,6
787446,26-39,female,majority,10-19y,high school,working class,0.386101692,1,before 2015,0,1,10238,12000,sedan,0,0,1
804227,40-64,male,majority,20-29y,high school,working class,0.434520232,0,before 2015,0,1,10238,14000,sedan,2,0,3
456117,40-64,male,majority,20-29y,university,upper class,0.599627455,1,before 2015,0,1,10238,14000,sedan,3,0,3
394049,65+,female,minority,10-19y,university,upper class,0.721057322,0,after 2015,1,1,32765,12000,sedan,1,0,0
23005,26-39,female,majority,10-19y,high school,working class,,1,before 2015,1,1,32765,,sedan,3,1,0
723464,26-39,male,majority,10-19y,university,middle class,0.556118293,1,before 2015,0,1,32765,8000,sedan,2,0,3
927038,16-25,male,majority,0-9y,high school,working class,0.509924604,1,before 2015,1,0,10238,,sedan,0,0,0
152145,16-25,female,majority,0-9y,high school,middle class,0.508460756,1,before 2015,0,1,32765,11000,sedan,0,0,0
582771,26-39,female,majority,10-19y,university,middle class,0.476429821,0,before 2015,0,1,10238,15000,sedan,0,1,0
183084,26-39,male,majority,10-19y,none,working class,0.428088792,1,before 2015,1,0,10238,12000,sedan,1,0,2
487840,40-64,male,majority,10-19y,none,working class,0.296903966,1,before 2015,1,1,10238,9000,sedan,4,1,1
225410,65+,female,majority,20-29y,university,upper class,0.587146921,1,after 2015,1,1,10238,6000,sedan,3,1,7
318668,26-39,female,majority,10-19y,none,working class,0.38415855,1,before 2015,1,1,10238,12000,sports car,1,0,1
123739,16-25,male,majority,0-9y,university,working class,0.297120413,0,before 2015,0,0,10238,,sedan,0,0,0
61366,26-39,female,majority,10-19y,high school,poverty,0.318462089,0,before 2015,0,0,10238,17000,sedan,1,0,0
229858,16-25,male,majority,0-9y,university,working class,0.321236381,1,before 2015,0,0,10238,14000,sedan,0,0,0
349332,26-39,female,majority,0-9y,none,poverty,0.410695697,0,before 2015,0,0,10238,16000,sedan,0,0,0
304669,40-64,male,majority,10-19y,university,upper class,0.605070184,1,before 2015,1,1,92101,10000,sedan,1,0,1
113911,26-39,female,minority,10-19y,high school,middle class,0.585057188,0,before 2015,0,1,32765,8000,sedan,2,0,1
999634,40-64,male,majority,20-29y,high school,middle class,0.468539378,1,after 2015,0,0,10238,18000,sedan,3,0,3
448611,40-64,male,majority,10-19y,high school,upper class,,1,after 2015,1,1,10238,7000,sedan,1,0,1
657988,16-25,male,majority,0-9y,high school,poverty,0.472041904,0,before 2015,0,0,10238,,sedan,0,0,0
229092,16-25,male,majority,0-9y,none,poverty,0.421929081,0,before 2015,0,0,10238,14000,sedan,0,0,0
544815,16-25,female,majority,0-9y,none,poverty,0.346307721,0,before 2015,0,0,10238,16000,sedan,0,0,0
953288,65+,female,majority,10-19y,university,upper class,,1,after 2015,1,1,21217,13000,sedan,3,0,1
863514,40-64,female,majority,10-19y,high school,middle class,0.521831858,0,before 2015,1,1,10238,10000,sedan,0,0,2
394693,26-39,female,majority,10-19y,university,working class,0.583084692,0,before 2015,0,0,32765,14000,sedan,2,0,0
799026,40-64,male,majority,10-19y,none,upper class,0.678294075,1,after 2015,1,1,10238,8000,sports car,1,0,0
566713,40-64,female,minority,20-29y,none,middle class,,1,before 2015,0,1,10238,12000,sedan,0,0,3
684265,40-64,male,majority,20-29y,none,upper class,0.577551094,1,before 2015,0,1,10238,13000,sedan,3,0,2
821544,26-39,female,majority,0-9y,none,working class,0.521871913,1,before 2015,0,1,10238,14000,sedan,0,0,0
918079,16-25,male,majority,0-9y,high school,poverty,0.40160223,1,before 2015,1,1,92101,8000,sedan,0,0,0
52584,40-64,female,majority,20-29y,university,upper class,0.50308996,1,after 2015,0,0,10238,16000,sports car,1,0,0
539433,40-64,female,majority,0-9y,university,upper class,0.626297203,1,before 2015,0,0,10238,19000,sedan,0,0,0
301476,26-39,female,majority,10-19y,high school,middle class,0.486775921,1,after 2015,0,1,10238,11000,sedan,0,0,0
52434,26-39,male,majority,10-19y,high school,upper class,0.615976513,1,before 2015,1,1,32765,7000,sedan,3,0,0
430430,26-39,female,majority,10-19y,high school,middle class,0.517571711,0,after 2015,0,0,32765,13000,sedan,0,0,0
243166,16-25,male,majority,0-9y,university,middle class,0.577146396,1,before 2015,1,1,10238,11000,sedan,0,0,0
585805,16-25,female,majority,0-9y,high school,upper class,0.506301899,0,before 2015,0,0,32765,12000,sedan,0,0,0
338722,26-39,male,majority,10-19y,high school,working class,0.394715582,1,after 2015,0,1,32765,11000,sports car,1,0,1
991298,65+,female,majority,30y+,university,upper class,0.562234556,0,after 2015,1,1,32765,9000,sedan,1,2,1
135565,26-39,female,majority,10-19y,university,working class,,0,before 2015,0,0,21217,13000,sedan,0,0,1
17483,26-39,female,majority,10-19y,high school,poverty,0.375955417,0,before 2015,0,1,10238,,sedan,0,0,1
179037,40-64,male,minority,20-29y,high school,upper class,0.48066463,1,before 2015,1,1,10238,9000,sedan,5,0,3
796132,26-39,male,majority,10-19y,high school,middle class,0.444927362,1,before 2015,0,1,10238,16000,sedan,1,1,0
653167,65+,female,majority,0-9y,university,upper class,0.77478659,1,after 2015,1,1,10238,11000,sedan,0,0,0
8023,65+,male,majority,30y+,university,upper class,0.567526303,1,before 2015,0,0,10238,15000,sedan,4,0,2
979569,16-25,female,majority,0-9y,high school,poverty,0.208410669,0,before 2015,0,1,32765,8000,sedan,0,0,0
124969,65+,female,majority,30y+,university,upper class,0.486358868,1,after 2015,0,1,32765,12000,sedan,3,2,3
958920,40-64,female,minority,20-29y,none,middle class,0.371592951,1,after 2015,1,1,32765,6000,sedan,3,1,1
85377,40-64,female,majority,20-29y,high school,working class,0.438010384,0,after 2015,0,1,10238,13000,sedan,1,0,1
273042,26-39,female,majority,10-19y,university,working class,0.390011219,1,before 2015,0,0,10238,19000,sedan,0,2,0
50734,16-25,female,majority,0-9y,none,poverty,0.330777194,0,before 2015,1,1,10238,13000,sedan,0,0,0
453713,40-64,female,majority,0-9y,high school,upper class,0.588993112,1,before 2015,1,0,10238,,sedan,0,0,0
698147,26-39,male,majority,0-9y,high school,poverty,0.34749205,0,before 2015,0,1,32765,13000,sedan,0,0,0
126485,26-39,female,minority,10-19y,none,poverty,0.272879349,1,before 2015,0,1,10238,16000,sedan,0,0,0
583128,65+,female,majority,30y+,university,upper class,0.62774559,1,before 2015,0,1,10238,12000,sedan,3,0,3
56973,26-39,female,majority,10-19y,university,working class,0.361702429,1,before 2015,0,0,10238,10000,sedan,0,0,0
584169,40-64,female,majority,20-29y,university,upper class,0.54590563,1,after 2015,1,1,10238,,sedan,0,0,3
430480,16-25,female,majority,0-9y,none,poverty,0.408043507,0,before 2015,0,1,10238,15000,sedan,0,0,0
107735,65+,male,majority,30y+,university,upper class,0.475875896,1,after 2015,1,1,32765,7000,sedan,8,0,4
88159,16-25,male,majority,0-9y,high school,middle class,0.577475197,0,before 2015,0,0,10238,10000,sedan,0,0,0
283169,16-25,male,majority,0-9y,university,poverty,0.431079334,0,before 2015,1,1,32765,,sedan,0,0,0
315441,16-25,male,majority,0-9y,university,working class,0.476032034,0,before 2015,0,0,21217,13000,sedan,0,0,0
728786,65+,male,majority,30y+,university,upper class,0.549135717,1,before 2015,0,1,10238,12000,sedan,4,0,2
196793,65+,male,majority,20-29y,university,upper class,0.568074838,1,after 2015,1,1,10238,12000,sedan,3,0,2
590453,40-64,female,majority,20-29y,none,working class,,1,before 2015,0,1,92101,12000,sedan,2,0,0
119568,40-64,female,majority,20-29y,university,upper class,0.604676459,1,before 2015,0,0,10238,12000,sedan,0,0,0
506311,40-64,female,majority,20-29y,university,upper class,0.604144586,1,before 2015,0,1,10238,11000,sedan,1,0,4
379364,26-39,female,majority,10-19y,high school,middle class,0.470283547,1,after 2015,1,1,32765,5000,sedan,3,0,2
575492,26-39,female,majority,10-19y,none,poverty,0.344072377,1,before 2015,0,1,10238,15000,sedan,0,0,2
